Kgrid,V1,V2,V3,K1,K2,K3,L1,L2,L3,n_iter,time,tol_level,V1InitialGuess,V2InitialGuess,V3InitialGuess,n_iter_acc
4.25768344082525,-2.10796732974559,-1.91942238135839,-1.76722028467521,4.88950880530424,4.88950880530424,4.88950880530424,0.778589790556164,0.780461056813405,0.782248174505907,10000,6.3736828,1e-07,0.550903146437918,0.565114139069302,0.579559980686788,1
4.30281789426156,-1.78516209273363,-1.64729719747453,-1.5289332296445,4.88950880530424,4.88950880530424,4.88950880530424,0.79084305716452,0.792156936768359,0.793410162666193,10000,6.3736828,1e-07,0.567671639832101,0.581695737617397,0.595955538857651,1
4.34795234769787,-1.5454922160397,-1.43662508520162,-1.33960202393411,4.88950880530424,4.88950880530424,4.88950880530424,0.803425850752639,0.804151907523561,0.804843575050682,10000,6.3736828,1e-07,0.58415034885653,0.597993496116656,0.612073076039234,1
4.39308680113418,-1.35509246313082,-1.26501880748952,-1.18269978522767,4.88950880530424,4.88950880530424,4.88950880530424,0.816347919180935,0.816454372515735,0.816555655476379,10000,6.3736828,1e-07,0.600349112319199,0.614016962935667,0.627921860539917,1
4.43822125457049,-1.19751687244002,-1.12059768444333,-1.04901401418005,4.88950880530424,4.88950880530424,4.88950880530424,0.829619196336196,0.829072887093399,0.828553771825125,10000,6.3736828,1e-07,0.616277277802007,0.62977521406267,0.643510706202337,1
4.4833557080068,-1.06348493450847,-0.996265935992462,-0.932846682569615,4.88950880530424,4.88950880530424,4.88950880530424,0.84324979263112,0.842016151083061,0.840845410228252,10000,6.3736828,1e-07,0.631943733756661,0.645276883690397,0.65884800157151,1
4.52849016144311,-0.947233269302392,-0.887439078308834,-0.830418321917293,4.88950880530424,4.88950880530424,4.88950880530424,0.857249984056789,0.855293000282892,0.853438168456343,10000,6.3736828,1e-07,0.647356939024758,0.660530192368485,0.673941736763123,1
4.57362461487942,-0.844935084227695,-0.790982850638155,-0.739091460516571,4.88950880530424,4.88950880530424,4.88950880530424,0.871630199729316,0.868912396842343,0.86633974848474,10000,6.3736828,1e-07,0.662524950026008,0.675542972951745,0.688799528246057,1
4.61875906831573,-0.753920642584437,-0.704660962652268,-0.656952985610031,4.88950880530424,4.88950880530424,4.88950880530424,0.886401007881154,0.882883418492306,0.879557948209522,10000,6.3736828,1e-07,0.677455445832027,0.690322694548027,0.703428641730318,1
4.66389352175204,-0.672255319558484,-0.626823719672053,-0.582572356918107,4.88950880530424,4.88950880530424,4.88950880530424,0.90157310025867,0.897215246597771,0.893100652293535,10000,6.3736828,1e-07,0.692155751319862,0.704876484647775,0.717836013331388,1
4.70902797518835,-0.598494547255129,-0.556221290729356,-0.514853408125247,4.88950880530424,4.88950880530424,4.88950880530424,0.917157274900727,0.911917153013538,0.906975822127692,10000,6.3736828,1e-07,0.706632858578901,0.719211149598302,0.732028269164337,1
4.75416242862466,-0.531533386150956,-0.491886076354283,-0.452939262636511,4.88950880530424,4.88950880530424,4.88950880530424,0.933164417288105,0.926998485733403,0.921191484899232,10000,6.3736828,1e-07,0.720893446726812,0.733333193569049,0.746011743505291,1
4.79929688206097,-0.470509950717766,-0.433055560169303,-0.396148992150987,4.88950880530424,4.88950880530424,4.88950880530424,0.949605479870648,0.942468653334404,0.935755721765906,10000,6.3736828,1e-07,0.734943900274209,0.74724883613926,0.75979249564407,1
4.84443133549728,-0.414741067732811,-0.379119980833894,-0.343934071396635,4.88950880530424,4.88950880530424,4.88950880530424,0.966491459997983,0.958337108230019,0.950676655143067,10000,6.3736828,1e-07,0.748790326163634,0.760964028626266,0.773376325539445,1
4.88956578893359,-0.363678050448894,-0.329585811418022,-0.295847628633987,4.88950880530424,4.88950880530424,4.88950880530424,0.983833376300304,0.974613328759723,0.965962435119494,10000,6.3736828,1e-07,0.762438569595961,0.77448446926103,0.786768788377585,1
